title,num_subscribers,course_type,institution,Level,subject,lang,price,ventas,Plataforma
How to Learn Online,124980,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,49,6124020,Edx
Programming for Everybody (Getting Started with Python),293864,Self-paced on your time,The University of Michigan,Introductory,Computer Science,English,49,14399336,Edx
CS50's Introduction to Computer Science,2442271,Self-paced on your time,Harvard University,Introductory,Computer Science,English,90,219804390,Edx
The Analytics Edge,129555,Instructor-led on a course schedule,Massachusetts Institute of Technology,Intermediate,Data Analysis & Statistics,English,199,25781445,Edx
Marketing Analytics: Marketing Measurement Strategy,81140,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,English,249,20203860,Edx
Introduction to Project Management,301793,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,199,60056807,Edx
Leading High-Performing Teams,32847,Self-paced on your time,The University of Queensland,Intermediate,Communication,English,5,164235,Edx
The Foundations of Happiness at Work,67073,Self-paced on your time,"University of California, Berkeley",Introductory,Business & Management,English,199,13347527,Edx
"Managing Study, Stress and Mental Health at University",23061,Self-paced on your time,Curtin University,Introductory,Health & Safety,English,49,1129989,Edx
Six Sigma: Define and Measure,92411,Self-paced on your time,Technische Universität München,Introductory,Business & Management,English,99,9148689,Edx
Fat Chance: Probability from the Ground Up,66835,Self-paced on your time,Harvard University,Introductory,Math,English,49,3274915,Edx
Chasing your Dream: How to End Procrastination and Get a Job You Love,44711,Self-paced on your time,National Research Nuclear University,Introductory,Communication,English,49,2190839,Edx
Bitcoin and Cryptocurrencies,83398,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,English,99,8256402,Edx
English Grammar and Style,0,Instructor-led on a course schedule,The University of Queensland,Introductory,Humanities,English,99,0,Edx
Ethics in Action,6366,Self-paced on your time,SDG Academy,Intermediate,Ethics,English,49,311934,Edx
Introduction to FinTech,72767,Self-paced on your time,University of Hong Kong,Introductory,Economics & Finance,English,199,14480633,Edx
Data Science: R Basics,528782,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,25910318,Edx
Python Basics for Data Science,228809,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,8923551,Edx
The Science of Beer,39085,Self-paced on your time,Wageningen University & Research,Introductory,Food & Nutrition,English,49,1915165,Edx
Strategic Social Media Marketing,103640,Instructor-led on a course schedule,Boston University,Advanced,Business & Management,English,399,41352360,Edx
CS50's Introduction to Artificial Intelligence with Python,258006,Self-paced on your time,Harvard University,Introductory,Computer Science,English,199,51343194,Edx
CS50's Introduction to Game Development,346748,Self-paced on your time,Harvard University,Intermediate,Computer Science,English,149,51665452,Edx
Rhetoric: The Art of Persuasive Writing and Public Speaking,320225,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,31702275,Edx
CS50's Web Programming with Python and JavaScript,698950,Self-paced on your time,Harvard University,Intermediate,Computer Science,English,90,62905500,Edx
Contract Law: From Trust to Promise to Contract,414181,Self-paced on your time,Harvard University,Intermediate,Business & Management,English,125,51772625,Edx
"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",380167,Self-paced on your time,Harvard University,Introductory,Biology & Life Sciences,English,99,37636533,Edx
Justice,392588,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,38866212,Edx
Data Science: Machine Learning,276209,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,13534241,Edx
Child Protection: Children's Rights in Theory and Practice,212453,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,99,21032847,Edx
IELTS Academic Test Preparation,1103777,Self-paced on your time,The University of Queensland,Introductory,Communication,English,99,109273923,Edx
The Architectural Imagination,406181,Self-paced on your time,Harvard University,Introductory,Architecture,English,99,40211919,Edx
TOEFL® Test Preparation: The Insider’s Guide,1022489,Self-paced on your time,Educational Testing Service,Introductory,Communication,English,49,50101961,Edx
Principles of Biochemistry,257600,Self-paced on your time,Harvard University,Intermediate,Medicine,English,199,51262400,Edx
Using Python for Research,262183,Self-paced on your time,Harvard University,Intermediate,Computer Science,English,99,25956117,Edx
Hinduism Through Its Scriptures,140782,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,13937418,Edx
Basic Spanish 1: Getting Started,400169,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Communication,English,40,16006760,Edx
The Health Effects of Climate Change,110024,Self-paced on your time,Harvard University,Introductory,Environmental Studies,English,99,10892376,Edx
Inglés básico: conversacional y networking,79671,Self-paced on your time,Universidades Anáhuac,Introductory,Business & Management,Español,49,3903879,Edx
Statistics and R,314586,Self-paced on your time,Harvard University,Intermediate,Data Analysis & Statistics,English,249,78331914,Edx
Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),145011,Self-paced on your time,Harvard University,Introductory,Chemistry,English,199,28857189,Edx
Pyramids of Giza: Ancient Egyptian Art and Archaeology,123870,Self-paced on your time,Harvard University,Introductory,Art & Culture,English,99,12263130,Edx
"PredictionX: Omens, Oracles & Prophecies",91566,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,25,2289150,Edx
Excel: Fundamentos y herramientas,284279,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,50,14213950,Edx
Lessons from Ebola: Preventing the Next Pandemic,91983,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,49,4507167,Edx
Improving Global Health: Focusing on Quality and Safety,127353,Self-paced on your time,Harvard University,Intermediate,Social Sciences,English,99,12607947,Edx
CS50 for Lawyers,87336,Self-paced on your time,Harvard University,Introductory,Computer Science,English,99,8646264,Edx
Data Science: Visualization,171258,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,8391642,Edx
Christianity Through Its Scriptures,125051,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,12380049,Edx
The Science of Happiness,475614,Self-paced on your time,"University of California, Berkeley",Introductory,Social Sciences,English,169,80378766,Edx
Leaders of Learning,231131,Self-paced on your time,Harvard University,Introductory,Communication,English,99,22881969,Edx
Exercising Leadership: Foundational Principles,57814,Self-paced on your time,Harvard University,Introductory,Business & Management,English,99,5723586,Edx
Data Science: Probability,135859,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,6657091,Edx
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,117410,Self-paced on your time,Harvard University,Intermediate,Education & Teacher Training,English,70,8218700,Edx
"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",80082,Self-paced on your time,Harvard University,Introductory,Medicine,English,99,7928118,Edx
Introduction to Family Engagement in Education,105146,Self-paced on your time,Harvard University,Introductory,Education & Teacher Training,English,70,7360220,Edx
Italian Language and Culture: Beginner (2019-2020),182462,Self-paced on your time,Wellesley College,Introductory,Language,Italiano,49,8940638,Edx
Steps in Japanese for Beginners1 Part1,53630,Self-paced on your time,Waseda University,Introductory,Language,English,49,2627870,Edx
How to Write an Essay,306787,Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,English,49,15032563,Edx
Energy Within Environmental Constraints,95324,Self-paced on your time,Harvard University,Introductory,Environmental Studies,English,99,9437076,Edx
Introduction to Probability,97291,Self-paced on your time,Harvard University,Intermediate,Data Analysis & Statistics,English,99,9631809,Edx
AnatomyX: Musculoskeletal Cases,102075,Self-paced on your time,Harvard University,Intermediate,Medicine,English,99,10105425,Edx
Data Science: Inference and Modeling,88256,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,4324544,Edx
Strengthening Community Health Worker Programs,58626,Self-paced on your time,Harvard University,Introductory,Health & Safety,English,79,4631454,Edx
Buddhism Through Its Scriptures,182295,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,18047205,Edx
Introduction to Linux,642088,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,199,127775512,Edx
"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",81221,Self-paced on your time,Harvard University,Introductory,Medicine,English,99,8040879,Edx
Shakespeare's Life and Work,48938,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,2397962,Edx
Marketing Digital: Content & Community Manager,112623,Self-paced on your time,Universidad Galileo,Introductory,Communication,Español,49,5518527,Edx
Accounting and Finance,88243,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,150,13236450,Edx
Computing in Python I: Fundamentals and Procedural Programming,141966,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,English,99,14054634,Edx
"Nutrition, Exercise and Sports",51679,Self-paced on your time,Wageningen University & Research,Intermediate,Food & Nutrition,English,49,2532271,Edx
Becoming an Entrepreneur,104760,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,69,7228440,Edx
"Religion, Conflict and Peace",74060,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,3628940,Edx
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",61139,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,2995811,Edx
Academic and Business Writing,322701,Self-paced on your time,"University of California, Berkeley",Introductory,Communication,English,49,15812349,Edx
Data Science: Capstone,62803,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,99,6217497,Edx
Basics of Computing and Programming,37045,Self-paced on your time,New York University,Introductory,Computer Science,English,200,7409000,Edx
"Fundamentals of Neuroscience, Part 2: Neurons and Networks",84874,Self-paced on your time,Harvard University,Introductory,Biology & Life Sciences,English,99,8402526,Edx
Successful Negotiation: Essential Strategies and Skills,31369,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,49,1537081,Edx
Data Science: Linear Regression,75310,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,3690190,Edx
HTML5 and CSS Fundamentals,335895,Self-paced on your time,The World Wide Web Consortium (W3C),Introductory,Computer Science,English,199,66843105,Edx
Data Science: Productivity Tools,66683,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,3267467,Edx
Introduction to Corporate Finance,98093,Self-paced on your time,Columbia University,Introductory,Business & Management,English,225,22070925,Edx
Computer Science 101,39540,Self-paced on your time,Stanford University,Introductory,Computer Science,English,149,5891460,Edx
Data Science: Wrangling,64584,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,49,3164616,Edx
A Hands-on Introduction to Engineering Simulations,187138,Self-paced on your time,Cornell University,Intermediate,Engineering,English,199,37240462,Edx
AI for Everyone: Master the Basics,49340,Self-paced on your time,IBM,Introductory,Computer Science,English,49,2417660,Edx
The Psychology of Criminal Justice,110086,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,99,10898514,Edx
Machine Learning with Python: A Practical Introduction,80161,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,3126279,Edx
Analyzing Data with Python,94079,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,3669081,Edx
Excel: gestión de datos,111785,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,75,8383875,Edx
Probability - The Science of Uncertainty and Data,205615,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Data Analysis & Statistics,English,300,61684500,Edx
"Fundamentals of Neuroscience, Part 3: The Brain",85034,Self-paced on your time,Harvard University,Introductory,Biology & Life Sciences,English,99,8418366,Edx
Sikhism Through Its Scriptures,44125,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,4368375,Edx
Upper-Intermediate English: Business and Modern Life,77991,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,50,3899550,Edx
Introduction to Probability,97291,Self-paced on your time,Harvard University,Intermediate,Data Analysis & Statistics,English,99,9631809,Edx
Religious Literacy: Traditions and Scriptures,96972,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,9600228,Edx
Programación para todos (empezando con Python),81004,Self-paced on your time,The University of Michigan,Introductory,Computer Science,Español,49,3969196,Edx
Analyzing and Visualizing Data with Power BI,28879,Self-paced on your time,Davidson College,Introductory,Data Analysis & Statistics,English,99,2859021,Edx
High-Dimensional Data Analysis,78443,Self-paced on your time,Harvard University,Advanced,Data Analysis & Statistics,English,149,11688007,Edx
Introduction To Music Theory,67029,Self-paced on your time,Berklee College of Music,Introductory,Humanities,English,49,3284421,Edx
Human Anatomy,126850,Self-paced on your time,The Hong Kong Polytechnic University,Introductory,Medicine,English,139,17632150,Edx
"CitiesX: The Past, Present and Future of Urban Life",76874,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,99,7610526,Edx
The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,24208,Self-paced on your time,Harvard University,Introductory,Philosophy & Ethics,English,99,2396592,Edx
Entrepreneurship 101: Who is your customer?,41838,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,49,2050062,Edx
"U.S. Public Policy: Social, Economic, and Foreign Policies",44045,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,49,2158205,Edx
Machine Learning with Python: from Linear Models to Deep Learning,85561,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Computer Science,English,300,25668300,Edx
Introduction to Data Science,43766,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,1706874,Edx
Circuits and Electronics 1: Basic Circuit Analysis,52639,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Electronics,English,169,8895991,Edx
Introduction to Investments,91788,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,50,4589400,Edx
Improving Your Business Through a Culture of Health,54136,Self-paced on your time,Harvard University,Introductory,Business & Management,English,99,5359464,Edx
Introduction to Linear Models and Matrix Algebra,92004,Self-paced on your time,Harvard University,Intermediate,Math,English,149,13708596,Edx
DO Your Venture: Entrepreneurship For Everyone,61989,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,150,9298350,Edx
El valor de la creatividad y la innovación: La Economía Naranja,23728,Self-paced on your time,Inter-American Development Bank,Introductory,Art & Culture,Español,25,593200,Edx
Humanitarian Response to Conflict and Disaster,119891,Self-paced on your time,Harvard University,Introductory,Health & Safety,English,99,11869209,Edx
"Women Making History: Ten Objects, Many Stories",38939,Self-paced on your time,Harvard University,Introductory,History,English,99,3854961,Edx
Masterpieces of World Literature,88789,Self-paced on your time,Harvard University,Introductory,Literature,English,149,13229561,Edx
SQL for Data Science,39184,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,1528176,Edx
El cerebro y las emociones en el lenguaje,41279,Self-paced on your time,Universidad del Rosario,Introductory,Communication,Español,49,2022671,Edx
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),62673,Self-paced on your time,Harvard University,Introductory,Physics,English,169,10591737,Edx
Python: aprender a programar,21613,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,49,1059037,Edx
Marketing Analytics: Competitive Analysis and Market Segmentation,70682,Self-paced on your time,"University of California, Berkeley",Intermediate,Computer Science,English,249,17599818,Edx
MalariaX: Defeating Malaria from the Genes to the Globe,37598,Self-paced on your time,Harvard University,Intermediate,Biology & Life Sciences,English,49,1842302,Edx
Entrepreneurship in Emerging Economies,113602,Self-paced on your time,Harvard University,Introductory,Business & Management,English,125,14200250,Edx
JavaScript Introduction,160112,Self-paced on your time,The World Wide Web Consortium (W3C),Introductory,Computer Science,English,199,31862288,Edx
People Management,113592,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,150,17038800,Edx
Using Email for Networking in English,57208,Self-paced on your time,University of Washington,Introductory,Language,English,149,8523992,Edx
Databases: Relational Databases and SQL,20502,Self-paced on your time,Stanford University,Introductory,Computer Science,English,50,1025100,Edx
C Programming: Getting Started,104108,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,49,5101292,Edx
Supply Chain Analytics,145049,Instructor-led on a course schedule,Massachusetts Institute of Technology,Introductory,Business & Management,English,199,28864751,Edx
Programming for the Web with JavaScript,91406,Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,English,149,13619494,Edx
Introduction to Digital Humanities,37501,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,3712599,Edx
Upper-Intermediate English: Business and Industry,103704,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,50,5185200,Edx
EmSAT English Preparation - Level 1,29101,Self-paced on your time,United Arab Emirates University,Introductory,Language,English,49,1425949,Edx
Python for Data Science,266978,Self-paced on your time,"The University of California, San Diego",Advanced,Data Analysis & Statistics,English,350,93442300,Edx
Empathy and Emotional Intelligence at Work,45867,Self-paced on your time,"University of California, Berkeley",Introductory,Business & Management,English,199,9127533,Edx
Design Thinking and Creativity for Innovation,47549,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,English,5,237745,Edx
China and Communism,69104,Self-paced on your time,Harvard University,Introductory,History,English,139,9605456,Edx
Mandarin Chinese Level 1,56040,Self-paced on your time,MandarinX,Introductory,Language,English,149,8349960,Edx
Introduction to Biology - The Secret of Life,147512,Instructor-led on a course schedule,Massachusetts Institute of Technology,Introductory,Biology & Life Sciences,English,150,22126800,Edx
Photoshop: una herramienta para presentaciones innovadoras,22969,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Art & Culture,Español,19,436411,Edx
Causal Diagrams: Draw Your Assumptions Before Your Conclusions,50949,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,99,5043951,Edx
生活英语听说 | Conversational English Skills,301585,Self-paced on your time,Tsinghua University,Introductory,Communication,English,49,14777665,Edx
Shakespeare’s Othello: The Moor,31868,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,1561532,Edx
Basic Spanish 2: One Step Further,67687,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Language,English,50,3384350,Edx
Financial Market Analysis,37452,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,25,936300,Edx
CS50's Computer Science for Business Professionals,73208,Self-paced on your time,Harvard University,Introductory,Computer Science,English,90,6588720,Edx
Gobierno Digital,18883,Self-paced on your time,Inter-American Development Bank,Introductory,Social Sciences,Español,25,472075,Edx
Upper-Intermediate English: Business and Globalization,58532,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,50,2926600,Edx
The Opioid Crisis in America,54805,Self-paced on your time,Harvard University,Introductory,Medicine,English,99,5425695,Edx
Gestión de Proyectos de Desarrollo,306286,Self-paced on your time,Inter-American Development Bank,Introductory,Business & Management,Español,49,15008014,Edx
Statistical Learning,27968,Self-paced on your time,Stanford University,Introductory,Data Analysis & Statistics,English,50,1398400,Edx
Introduction to Social Psychology,79365,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,99,7857135,Edx
Artificial Intelligence (AI),265104,Instructor-led on a course schedule,Columbia University,Advanced,Computer Science,English,249,66010896,Edx
American Government: Constitutional Foundations,35504,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,49,1739696,Edx
Introducción a la inversión bursátil,64261,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Economics & Finance,Español,50,3213050,Edx
Japanese Books: From Manuscript to Print,17581,Self-paced on your time,Harvard University,Introductory,Art & Culture,English,100,1758100,Edx
Foundations of Modern Finance  I,24108,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Economics & Finance,English,450,10848600,Edx
Operations Management,126093,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,150,18913950,Edx
Marketing Management,80010,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,150,12001500,Edx
Marketing enfocado en la estrategia de servicios,24618,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Business & Management,Español,119,2929542,Edx
Introduction to Marketing,169126,Self-paced on your time,University of British Columbia,Introductory,Business & Management,English,150,25368900,Edx
Programming Basics,215059,Self-paced on your time,IITBombay,Introductory,Computer Science,English,149,32043791,Edx
Probability and Statistics in Data Science using Python,106286,Self-paced on your time,"The University of California, San Diego",Advanced,Data Analysis & Statistics,English,350,37200100,Edx
HTML5 Coding Essentials and Best Practices,241287,Self-paced on your time,The World Wide Web Consortium (W3C),Intermediate,Computer Science,English,199,48016113,Edx
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,37426,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,1833874,Edx
Cell Biology: Mitochondria,64142,Self-paced on your time,Harvard University,Introductory,Biology & Life Sciences,English,99,6350058,Edx
"Algorithms: Design and Analysis, Part 1",20163,Self-paced on your time,Stanford University,Intermediate,Computer Science,English,149,3004287,Edx
Introducción al Office 365,16470,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,75,1235250,Edx
Creative Thinking: Techniques and Tools for Success,54787,Self-paced on your time,Imperial College London,Introductory,Humanities,English,49,2684563,Edx
Upper-Intermediate English: Business and Technology,47451,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,50,2372550,Edx
Shakespeare's Hamlet: The Ghost,38331,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,1878219,Edx
FlashDiet: Aprende a comer sano,48105,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Food & Nutrition,Español,50,2405250,Edx
CS50's Understanding Technology,50030,Self-paced on your time,Harvard University,Introductory,Computer Science,English,90,4502700,Edx
Introduction to Aerospace Structures and Materials,37126,Self-paced on your time,Delft University of Technology,Introductory,Engineering,English,50,1856300,Edx
Visualizing Data with Python,42101,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,39,1641939,Edx
Success: Practical Thinking Skills,24414,Self-paced on your time,The Hong Kong Polytechnic University,Introductory,Philosophy & Ethics,English,50,1220700,Edx
English for Doing Business in Asia – Speaking,68422,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Humanities,English,60,4105320,Edx
Nutrition and Health: Macronutrients and Overnutrition,208582,Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,English,99,20649618,Edx
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Self-paced on your time,Harvard University,Introductory,History,English,139,9281169,Edx
Introduction to Clinical Psychology,57234,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,99,5666166,Edx
Modern Masterpieces of World Literature,48049,Self-paced on your time,Harvard University,Introductory,Literature,English,99,4756851,Edx
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,49,1188691,Edx
Applied Scrum for Agile Project Management,55293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Advanced,Engineering,English,199,11003307,Edx
Corporate Finance,62798,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,150,9419700,Edx
Judaism Through Its Scriptures,50540,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,5003460,Edx
Excel avanzado: importación y análisis de datos,47184,Self-paced on your time,Universitat Politècnica de Valencia,Advanced,Data Analysis & Statistics,Español,75,3538800,Edx
CSS Basics,95163,Self-paced on your time,The World Wide Web Consortium (W3C),Introductory,Computer Science,English,199,18937437,Edx
Unlocking Information Security: Part I,19905,Self-paced on your time,IsraelX-Tel Aviv University,Intermediate,Computer Science,English,149,2965845,Edx
Becoming an Effective Leader,55937,Self-paced on your time,The University of Queensland,Intermediate,Communication,English,99,5537763,Edx
Digital Branding and Engagement,122977,Self-paced on your time,Curtin University,Intermediate,Communication,English,99,12174723,Edx
Introduction to Cybersecurity,73021,Self-paced on your time,University of Washington,Introductory,Computer Science,English,199,14531179,Edx
General Academic English|生活英语进阶,17526,Self-paced on your time,Tsinghua University,Introductory,Language,English,49,858774,Edx
Gestión de personas: Recursos Humanos,19687,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Business & Management,Español,119,2342753,Edx
From Poverty to Prosperity: Understanding Economic Development,91062,Self-paced on your time,University of Oxford,Intermediate,Social Sciences,English,149,13568238,Edx
Medical Terminology,31354,Self-paced on your time,Doane University,Introductory,Biology & Life Sciences,English,79,2476966,Edx
Ancient Masterpieces of World Literature,48899,Self-paced on your time,Harvard University,Introductory,Literature,English,99,4841001,Edx
Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,1140867,Edx
Gestión del estrés y Mindfulness,15965,Self-paced on your time,Universidades Anáhuac,Introductory,Health & Safety,Español,49,782285,Edx
Behavioural Economics in Action,66764,Self-paced on your time,University of Toronto,Introductory,Business & Management,English,139,9280196,Edx
Finance for Everyone: Smart Tools for Decision-Making,45029,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,49,2206421,Edx
Creating Innovative Business Models,12227,Self-paced on your time,"University System of Maryland-The University of Maryland, College Park",Introductory,Business & Management,English,149,1821823,Edx
u.lab: Leading From the Emerging Future,79424,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,99,7862976,Edx
Electric Cars: Introduction,56171,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,50,2808550,Edx
Inteligencia Artificial para todos: Domina los fundamentos,11764,Self-paced on your time,IBM,Introductory,Computer Science,Español,49,576436,Edx
Marketing Analytics,55228,Instructor-led on a course schedule,Columbia University,Advanced,Business & Management,English,249,13751772,Edx
Introducción a la Regulación Emocional basada en Mindfulness,20634,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Health & Safety,Español,49,1011066,Edx
Design Thinking Fundamentals,56446,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,English,299,16877354,Edx
Basic Spanish 3: Getting there,17569,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Language,English,50,878450,Edx
Mi propia huerta orgánica,11346,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Biology & Life Sciences,Español,29,329034,Edx
Sustainability in Architecture: An Interdisciplinary Introduction,31352,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Architecture,English,50,1567600,Edx
Gestión de riesgos en proyectos de desarrollo,47676,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Español,25,1191900,Edx
Python Data Structures,36369,Self-paced on your time,The University of Michigan,Introductory,Computer Science,English,49,1782081,Edx
The Science and Business of Biotechnology,17039,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Business & Management,English,49,834911,Edx
Finance Essentials,63666,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,English,79,5029614,Edx
Introduction to the Internet of Things (IoT),89421,Self-paced on your time,Curtin University,Introductory,Computer Science,English,149,13323729,Edx
'Talk to me': Improving mental health and suicide prevention in young adults,11481,Self-paced on your time,Curtin University,Introductory,Health & Safety,English,139,1595859,Edx
Disaster Medicine Training,10937,Self-paced on your time,Stanford University,Introductory,Medicine,English,50,546850,Edx
Nutrition and Health: Human Microbiome,44079,Self-paced on your time,Wageningen University & Research,Introductory,Health & Safety,English,49,2159871,Edx
Customer Relationship Management,53085,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,50,2654250,Edx
Islam Through Its Scriptures,65430,Self-paced on your time,Harvard University,Introductory,Humanities,English,99,6477570,Edx
Mechatronics Revolution: Fundamentals and Core Concepts,11619,Self-paced on your time,The Georgia Institute of Technology,Introductory,Engineering,English,149,1731231,Edx
Accounting for Decision-Making,57710,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,150,8656500,Edx
C Programming: Language Foundations,46400,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,49,2273600,Edx
Big Data sin misterios,65564,Self-paced on your time,Inter-American Development Bank,Intermediate,Data Analysis & Statistics,Español,25,1639100,Edx
Becoming a Successful Leader (Inclusive Leadership Training),215705,Self-paced on your time,Catalyst,Introductory,Communication,English,49,10569545,Edx
"English for Journalists, Part 1",50847,Self-paced on your time,"University of California, Berkeley",Intermediate,Communication,English,139,7067733,Edx
Introduction to Networking,16134,Self-paced on your time,New York University,Introductory,Computer Science,English,150,2420100,Edx
